source,keep,rescue_rule,flag_rules,relevance_score,date,actor,actor_country,target_country,target_actor,event_type,event_subtype,motive,description,original_id,actor_norm,target_country_iso,target_country_raw,tc_extraction_method,date_intrinsic,event_type_source,event_subtype_source,cluster_id,abstraction_level,analysis_weight,is_cluster_canonical,duplicate_group_id,duplicate_confidence,granularity_flag,granularity_note,sources_in_group,is_canonical,cluster_size,date_min,date_max,dates_all,targets_all,event_types_all,event_subtypes_all,motives_all,actor_all,total_events,description_merged,description_merged_final,actor_country_native,actor_country_grounded,date_native,date_grounded,canonical_incident_name,enrichment_status,enrichment_method,external_citation_urls,citation_count,native_source_url,include_in_analysis,exclude_reason,actor_type,attribution_method,confidence_hint
cissm,yes,,,0.043276,2022-02-27,Undetermined,Undetermined,Russian Federation,Conti,Exploitive,Undetermined,Protest,"A Ukrainian cybersecurity researcher published the biggest leak ever of files and data from Conti following Conti's publicly supporting Russia's invasion of Ukraine. Conti is a syndicate of Russian and Eastern Europe cybercriminals wanted by the FBI for conducting attacks on hundreds of US organizations and causing millions of dollars in losses. The thousands of internal documents and communications leaked include evidence that appears to suggest Conti operatives have contacts within the Russian government, including the FSB intelligence service. | Russian government entities and state-owned companies have been targeted over events in Ukraine, with the websites of the Kremlin, flagship carrier and major lender among those to have seen outages or temporary access issues.",cissm_5285478292009029658,undetermined,RUS,,direct_lookup,True,Exploitive,Undetermined,,daily,1.0,True,14,high,multi_within,CISSM:4,cissm,True,4,2022-02-25,2022-02-27,2022-02-27; 2022-02-25,Conti; Aeroflot; Kremlin.ru; Sberbank,Exploitive; Disruptive,External Denial of Service,Protest; Sabotage,,1,"A Ukrainian cybersecurity researcher published the biggest leak ever of files and data from Conti following Conti's publicly supporting Russia's invasion of Ukraine. Conti is a syndicate of Russian and Eastern Europe cybercriminals wanted by the FBI for conducting attacks on hundreds of US organizat Russian government entities and state-owned companies have been targeted over events in Ukraine, with the websites of the Kremlin, flagship carrier and major lender among those to have seen outages o","A Ukrainian cybersecurity researcher published the biggest leak ever of files and data from Conti following Conti's publicly supporting Russia's invasion of Ukraine. Conti is a syndicate of Russian and Eastern Europe cybercriminals wanted by the FBI for conducting attacks on hundreds of US organizat Russian government entities and state-owned companies have been targeted over events in Ukraine, with the websites of the Kremlin, flagship carrier and major lender among those to have seen outages o",Undetermined,UKR,2022-02-27,2022-02-27,Ukrainian researcher leaks Conti ransomware gang internal data,enriched,contextual_inference,https://edition.cnn.com/2022/03/30/politics/ukraine-hack-russian-ransomware-gang/,1,https://www.reuters.com/technology/russian-company-websites-hit-by-increased-hacking-march-says-cyber-firm-2022-03-11/; https://edition.cnn.com/2022/03/30/politics/ukraine-hack-russian-ransomware-gang/,True,,unknown,self_attribution,claimed
cissm,yes,,,0.088082,2022-02-28,Anonymous,Undetermined,Russian Federation,Izvestiya,Disruptive,Message Manipulation,Protest,"Anonymous defaces the websites of pro-Kremlin Russian media sites. | Anonymous breaches a Russian Ministry of Defense database including personal contact information and leaks it online. | A number of Russia's largest domestic news websites were attacked and information replaced with a ""tombstone"" for the war dead. Many of the sites were then taken offline. | Anonymous defaces the websites of Russian state run media outlets. | An attack forced an electric vehicle charging station's screen to display messages against President Putin and in support of Ukrainian President. The screen also displayed a ""Glory to Ukraine"" message. Anonymous also claimed responsibility for hacking and taking control of a Russian Linux terminal and gas control system located in Nogir, North Ossetia. | An Anonymous affiliate claimed to have shut down a control server for the ""Vehicle Monitoring System"" of the Russian space agency. | The Anonymous collective leaks the database of the Russian Government website gov.ru | The hacker group Anonymous today hacked the Russian streaming services Wink and Ivi (like Netflix) and the live TV channels ""Russia 24"", ""Pervyi Kanal"", ""Moscow 24"" in order to broadcast footage of the war from Ukraine | The Anonymous collective claims to have hacked three Russian-state TV channels, Russia 24, Moscow 24, and Channel One and two Netflix-like Russian streaming services, Ivi and Wink and broadcasts war footage from Ukraine. | Anonymous claimed to have exfiltrated and leaked a database of a Russian bank ""in support of the Ukrainian people."" The data was uploaded on February 27. | A Russian TV channel in France was allegedly compromised by Anonymous.",cissm_8889440044893281511,anonymous,RUS,,direct_lookup,True,Disruptive,Message Manipulation,cluster_8,atomic,0.1667,False,19,high,multi_within,CISSM:18,cissm,True,18,2022-02-25,2022-03-06,2022-02-28; 2022-02-25; 2022-02-26; 2022-03-01; 2022-03-04; 2022-03-06; 2022-02-27,"Izvestiya; Russian Ministry of Defense; Forbes Russia; Kommersant; RIA Novosti; TASS; Russian State Space Corporation ROSCOSMOS; gov.ru; First Channel; Ivi; Moscow 24; Russia 24; Three Russian-state TV channels, Russia 24, Moscow 24, and Channel One and two Netflix-like Russian streaming services, Ivi and Wink; Wink; Sberbank; Russia Today (RT)",Disruptive; Exploitive,Message Manipulation; Exploitation of Application Server,Protest,Anonymous,1,"An attack forced an electric vehicle charging station's screen to display messages against President Putin and in support of Ukrainian President. The screen also displayed a ""Glory to Ukraine"" message. Anonymous also claimed responsibility for hacking and taking control of a Russian Linux terminal a The Anonymous collective claims to have hacked three Russian-state TV channels, Russia 24, Moscow 24, and Channel One and two Netflix-like Russian streaming services, Ivi and Wink and broadcasts war ","An attack forced an electric vehicle charging station's screen to display messages against President Putin and in support of Ukrainian President. The screen also displayed a ""Glory to Ukraine"" message. Anonymous also claimed responsibility for hacking and taking control of a Russian Linux terminal a The Anonymous collective claims to have hacked three Russian-state TV channels, Russia 24, Moscow 24, and Channel One and two Netflix-like Russian streaming services, Ivi and Wink and broadcasts war ",Undetermined,UKR,2022-02-28,2022-02-28,Anonymous defacement of pro-Kremlin Izvestiya media,enriched,contextual_inference,https://www.securityweek.com/anonymous-hacker-group-targets-russian-state-media,1,https://cybernews.com/news/anonymous-leaks-database-of-the-russian-ministry-of-defence/; https://www.independent.co.uk/tech/russia-ukraine-hack-website-cyber-attack-b2024823.html; https://www.securityweek.com/anonymous-hacker-group-targets-russian-state-media; https://www.hackread.com/anonymous-hack-russian-tv-electric-charging-station/; https://www.businessinsider.in/tech/news/anonymous-hacking-group-has-broken-into-a-russian-space-website-and-leaked-files-belonging-to-its-space-agency-roscosmos/articleshow/89985696.cms; https://securityaffairs.co/wordpress/128703/hacking/anonymous-a-week-of-battles.html; https://www.ukrinform.ua/rubric-world/3422289-hakeri-anonymous-povidomili-pro-zlam-derzavnih-telekanaliv-rf.html; https://www.hackread.com/anonymous-hack-russia-tv-streaming-service-ukraine-war/; https://twitter.com/youranonnews/status/1498141037138780161,True,,hacktivist_proukrainian,academic_research,qualified
cissm,yes,,,0.061269,2022-02-28,IT Army of Ukraine,Ukraine,Russian Federation,Moscow Exchange,Disruptive,Message Manipulation,Protest,The Ukraine IT Army claims to have taken down the website of the Moscow Exchange.,cissm_1607618763193356552,it army,RUS,,direct_lookup,True,Disruptive,Message Manipulation,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2022-02-28,2022-02-28,2022-02-28,Moscow Exchange,Disruptive,Message Manipulation,Protest,IT Army of Ukraine,1,The Ukraine IT Army claims to have taken down the website of the Moscow Exchange.,The Ukraine IT Army claims to have taken down the website of the Moscow Exchange.,,,,,,,,,,https://www.forbes.com/sites/thomasbrewster/2022/02/28/moscow-exchange-and-sberbank-websites-knocked-offline-was-ukraines-cyber-army-responsible/?sh=4ac526ee77ca,True,,state_ukrainian,self_attribution,claimed
cissm,yes,,,0.033742,2022-02-28,AgainstTheWest,Undetermined,Russian Federation,ROSATOM,Exploitive,Exploitation of Application Server,Protest,"""AgainstTheWest"" group claims to have hacked the Russian state nuclear energy corporation. | AgainstTheWest (ATW) claims to have attacked a department of the Administration of the Pskov Region with their own custom ""wiper"" malware. All data has been reportedly saved and deleted.",cissm_2730204752803143507,againstthewest,RUS,,direct_lookup,True,Exploitive,Exploitation of Application Server,,daily,1.0,True,24,high,multi_within,CISSM:2,cissm,True,2,2022-02-27,2022-02-28,2022-02-28; 2022-02-27,ROSATOM; AgainstTheWest,Exploitive; Disruptive,Exploitation of Application Server; Data Attack,Protest; Sabotage,AgainstTheWest,1,"AgainstTheWest (ATW) claims to have attacked a department of the Administration of the Pskov Region with their own custom ""wiper"" malware. All data has been reportedly saved and deleted. ""AgainstTheWest"" group claims to have hacked the Russian state nuclear energy corporation.","AgainstTheWest (ATW) claims to have attacked a department of the Administration of the Pskov Region with their own custom ""wiper"" malware. All data has been reportedly saved and deleted. ""AgainstTheWest"" group claims to have hacked the Russian state nuclear energy corporation.",Undetermined,UKR,2022-02-28,2022-02-28,AgainstTheWest pro-Ukraine hacktivist breach of ROSATOM,enriched,contextual_inference,https://cybernews.com/news/hackers-breach-rosatom-russias-state-nuclear-energy-corporation/,1,https://www.darkowl.com/blog-content/developing-impacts-of-ukraine-invasion-felt-across-the-darknet/; https://cybernews.com/news/hackers-breach-rosatom-russias-state-nuclear-energy-corporation/,True,,hacktivist_prorussian,self_attribution,claimed
cissm,yes,,,0.026738,2022-03-01,NB65,Undetermined,Russian Federation,Roscosmos,Exploitive,Exploitation of Network Infrastructure,Protest,"NB65, a group of hackers affiliated with Anonymous claims to have disrupted Roscosmos, the Russian space agency, and in particular Russia's vehicle monitoring system.",cissm_8413485761035287696,nb65,RUS,,direct_lookup,True,Exploitive,Exploitation of Network Infrastructure,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2022-03-01,2022-03-01,2022-03-01,Roscosmos,Exploitive,Exploitation of Network Infrastructure,Protest,NB65,1,"NB65, a group of hackers affiliated with Anonymous claims to have disrupted Roscosmos, the Russian space agency, and in particular Russia's vehicle monitoring system.","NB65, a group of hackers affiliated with Anonymous claims to have disrupted Roscosmos, the Russian space agency, and in particular Russia's vehicle monitoring system.",Undetermined,UKR,2022-03-01,2022-03-01,NB65 Anonymous affiliate breach of Roscosmos space agency,enriched,contextual_inference,https://cybernews.com/news/prominent-hackers-target-russias-spy-satellites/,1,https://cybernews.com/news/prominent-hackers-target-russias-spy-satellites/,True,,hacktivist_prorussian,self_attribution,claimed
cissm,yes,,,0.043129,2022-03-07,Ukraine Defense Intelligence Directorate (GUR),Ukraine,Russian Federation,Beloyarsk Nuclear Power Plant,Exploitive,Exploitation of Application Server,Undetermined,"A Russian nuclear powerplant was allegedly targeted in a cyberattack by GURMO. The threat actors breached the plant's business network and exfiltrated a large amount of data including contracts, architectural diagrams, alarm system configurations, set-up instructions for control system parts, etc.",cissm_-4209856756250278203,gur,RUS,,direct_lookup,True,Exploitive,Exploitation of Application Server,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2022-03-07,2022-03-07,2022-03-07,Beloyarsk Nuclear Power Plant,Exploitive,Exploitation of Application Server,Undetermined,Ukraine Defense Intelligence Directorate (GUR),1,"A Russian nuclear powerplant was allegedly targeted in a cyberattack by GURMO. The threat actors breached the plant's business network and exfiltrated a large amount of data including contracts, architectural diagrams, alarm system configurations, set-up instructions for control system parts, etc.","A Russian nuclear powerplant was allegedly targeted in a cyberattack by GURMO. The threat actors breached the plant's business network and exfiltrated a large amount of data including contracts, architectural diagrams, alarm system configurations, set-up instructions for control system parts, etc.",,,,,,,,,,https://jeffreycarr.substack.com/p/russias-beloyarsk-nuclear-power-plant?s=r,True,,state_ukrainian,unclear,qualified
cissm,yes,,,0.123121,2022-03-07,Ghostwriter,Belarus,Ukraine,Polish and Ukrainian government and military organizations,Exploitive,Exploitation of End Hosts,Political-Espionage,Google's Threat Analysis Group reveals that threat actors from APT28 have conducted several credential phishing campaigns targeting Polish and Ukrainian government and military organizations.,cissm_5513791875680490944,ghostwriter,UKR,,direct_lookup,True,Exploitive,Exploitation of End Hosts,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2022-03-07,2022-03-07,2022-03-07,Polish and Ukrainian government and military organizations,Exploitive,Exploitation of End Hosts,Political-Espionage,Ghostwriter,1,Google's Threat Analysis Group reveals that threat actors from APT28 have conducted several credential phishing campaigns targeting Polish and Ukrainian government and military organizations.,Google's Threat Analysis Group reveals that threat actors from APT28 have conducted several credential phishing campaigns targeting Polish and Ukrainian government and military organizations.,,,,,,,,,,https://www.zdnet.com/article/phishing-attempts-from-fancybear-and-ghostwriter-stepping-up-says-google/,True,,state_russian,corporate_threat_intel,definitive
cissm,yes,,,0.030944,2022-03-08,SVR (COZYBEAR),Russian Federation,Undetermined,European diplomatic entity,Exploitive,Exploitation of End Hosts,Political-Espionage,Researchers from Mandiant detect an incident where APT29 successfully phished a European diplomatic entity and ultimately abused the Windows Credential Roaming feature.,cissm_-4358461901006601688,svr,,,none,True,Exploitive,Exploitation of End Hosts,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2022-03-08,2022-03-08,2022-03-08,European diplomatic entity,Exploitive,Exploitation of End Hosts,Political-Espionage,SVR (COZYBEAR),1,Researchers from Mandiant detect an incident where APT29 successfully phished a European diplomatic entity and ultimately abused the Windows Credential Roaming feature.,Researchers from Mandiant detect an incident where APT29 successfully phished a European diplomatic entity and ultimately abused the Windows Credential Roaming feature.,,,,,,,,,,https://securityaffairs.co/wordpress/138322/apt/apt29-windows-credential-roaming.html,True,,state_russian,corporate_threat_intel,definitive
cissm,yes,,,0.055799,2022-03-08,Undetermined,Undetermined,Russian Federation,Russian Federal State Statistics Service,Disruptive,Data Attack,Protest,"Russian federal agencies' websites compromised in a supply chain attack. Attackers compromised the stats widget used to track the number of visitors. The attackers published their own content and blocked access to the websites. | Russia says some of its federal agencies' websites were compromised in a supply chain attack after unknown attackers hacked the stats widget used to track the number of visitors by multiple government agencies | The website of a Russian aerospace and defense conglomerate was allegedly hit by a cyberattack that forced it offline for several hours. Earlier in the day, multipme domains had been assigned for targeting on the IT Army of Ukraine's website.",cissm_1362032521050874497,undetermined,RUS,,direct_lookup,True,Disruptive,Data Attack,cluster_10,atomic,0.1429,False,15,high,multi_within,CISSM:9,cissm,True,9,2022-03-07,2022-03-11,2022-03-08; 2022-03-07; 2022-03-11,"Russian Federal State Statistics Service; Russian federal agencies including the Energy Ministry, the Federal State Statistics Service, the Federal Penitentiary Service, the Federal Bailiff Service, the Federal Antimonopoly Service, the Culture Ministry; Russian Culture Ministry; Russian Digital Development Ministry, Energy Ministry, the Federal State Statistics Service, the Federal Penitentiary Service, the Federal Bailiff Service, the Federal Antimonopoly Service, the Culture Ministry, etc.; Russian Energy Ministry; Russian Federal Antimonopoly Service; Russian Federal Bailiff Service; Russian Federal Penitentiary Service; Rostec",Disruptive; Exploitive,Data Attack; Exploitation of Network Infrastructure; External Denial of Service,Protest; Political-Espionage,,1,"The website of a Russian aerospace and defense conglomerate was allegedly hit by a cyberattack that forced it offline for several hours. Earlier in the day, multipme domains had been assigned for targeting on the IT Army of Ukraine's website. Russian federal agencies' websites compromised in a supply chain attack. Attackers compromised the stats widget used to track the number of visitors. The attackers published their own content and blocked access to the websites. Russia says some of its feder","The website of a Russian aerospace and defense conglomerate was allegedly hit by a cyberattack that forced it offline for several hours. Earlier in the day, multipme domains had been assigned for targeting on the IT Army of Ukraine's website. Russian federal agencies' websites compromised in a supply chain attack. Attackers compromised the stats widget used to track the number of visitors. The attackers published their own content and blocked access to the websites. Russia says some of its feder",Undetermined,UKR,2022-03-08,2022-03-08,Pro-Ukraine supply chain attack on Russian Federal Statistics Service,enriched,contextual_inference,https://www.bleepingcomputer.com/news/security/russian-government-sites-hacked-in-supply-chain-attack/?&web_view=true,1,https://www.bleepingcomputer.com/news/security/russian-government-sites-hacked-in-supply-chain-attack/; https://www.bleepingcomputer.com/news/security/russian-government-sites-hacked-in-supply-chain-attack/?&web_view=true; https://interfax.com/newsroom/top-stories/76404/,True,,unknown,unclear,none
cissm,yes,,,0.046279,2022-03-13,FSB 18th Center for Information Security (Berserk Bear),Russian Federation,Ukraine,Undetermined,Exploitive,Undetermined,Political-Espionage,"A suspected Russian nation state actor stole data from a nuclear safety organization. ""EnergeticBear"" compromised this entity in December 2021 and stole data from it from December through mid-March.",cissm_-6494929150407880419,fsb,UKR,,direct_lookup,True,Exploitive,Undetermined,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2022-03-13,2022-03-13,2022-03-13,Undetermined,Exploitive,Undetermined,Political-Espionage,FSB 18th Center for Information Security (Berserk Bear),1,"A suspected Russian nation state actor stole data from a nuclear safety organization. ""EnergeticBear"" compromised this entity in December 2021 and stole data from it from December through mid-March.","A suspected Russian nation state actor stole data from a nuclear safety organization. ""EnergeticBear"" compromised this entity in December 2021 and stole data from it from December through mid-March.",,,,,,,,,,https://query.prod.cms.rt.microsoft.com/cms/api/am/binary/RE4Vwwd,True,,state_russian,unclear,none
cissm,yes,,,0.071036,2022-03-14,GRU Main Special Center for Special Technologies (Unit 74455) (SANDWORM),Russian Federation,Ukraine,Undetermined,Disruptive,Data Attack,Undetermined,ESET researchers have uncovered yet another destructive data wiper that was used in attacks against a limited number of organizations in Ukraine. No code similarities to either HermeticWiper or IsaacWiper were identified. There's evidence to suggest that the threat actors behind CaddyWiper infiltrated the target's network before executing the wiper.,cissm_-4501274551617704140,sandworm,UKR,,direct_lookup,True,Disruptive,Data Attack,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2022-03-14,2022-03-14,2022-03-14,Undetermined,Disruptive,Data Attack,Undetermined,GRU Main Special Center for Special Technologies (Unit 74455) (SANDWORM),1,ESET researchers have uncovered yet another destructive data wiper that was used in attacks against a limited number of organizations in Ukraine. No code similarities to either HermeticWiper or IsaacWiper were identified. There's evidence to suggest that the threat actors behind CaddyWiper infiltrated the target's network before executing the wiper.,ESET researchers have uncovered yet another destructive data wiper that was used in attacks against a limited number of organizations in Ukraine. No code similarities to either HermeticWiper or IsaacWiper were identified. There's evidence to suggest that the threat actors behind CaddyWiper infiltrated the target's network before executing the wiper.,,,,,,,,,,https://twitter.com/ESETresearch/status/1503436423818534915,True,,state_russian,corporate_threat_intel,qualified
cissm,yes,,,0.060339,2022-03-15,Anonymous,Undetermined,Russian Federation,Federal Security Service (FSB),Disruptive,External Denial of Service,Protest,"The Anonymous collective takes responsibility for taking down top Russian government websites in a series of DDoS attacks. The list of the targets include the official website of the Federal Security Service (FSB), the Stock Exchange, the Analytical Center for the Government of the Russian Federation, and the Ministry of Sport of the Russian Federation. | The Anonymous collective leaks roughly 79 gigabytes of emails allegedly stolen from Russian state-controlled oil pipeline company Transneft. | Anonymous claimed to have remotely accessed printers across Russia and forced them to print over 100,000 documents with messages against war and propaganda, and how to bypass censorship in the country. The hacked printers were forced to print PDFs with a message informing Russians that ""their president, the government, and media all have been feeding them lies.""",cissm_-8590844684570245996,anonymous,RUS,,direct_lookup,True,Disruptive,External Denial of Service,,daily,1.0,True,20,high,multi_within,CISSM:3,cissm,True,3,2022-03-15,2022-03-21,2022-03-15; 2022-03-21; 2022-03-20,Federal Security Service (FSB); Transneft,Disruptive; Exploitive,External Denial of Service; Exploitation of Application Server; Message Manipulation,Protest,Anonymous,1,"The Anonymous collective takes responsibility for taking down top Russian government websites in a series of DDoS attacks. The list of the targets include the official website of the Federal Security Service (FSB), the Stock Exchange, the Analytical Center for the Government of the Russian Federatio Anonymous claimed to have remotely accessed printers across Russia and forced them to print over 100,000 documents with messages against war and propaganda, and how to bypass censorship in the countr","The Anonymous collective takes responsibility for taking down top Russian government websites in a series of DDoS attacks. The list of the targets include the official website of the Federal Security Service (FSB), the Stock Exchange, the Analytical Center for the Government of the Russian Federatio Anonymous claimed to have remotely accessed printers across Russia and forced them to print over 100,000 documents with messages against war and propaganda, and how to bypass censorship in the countr",Undetermined,UKR,2022-03-15,2022-03-15,Anonymous DDoS attack targeting Russian FSB websites,enriched,contextual_inference,https://www.hackread.com/ddos-attacks-anonymous-cripple-russia-fsb-websites/,1,https://www.securityweek.com/hacktivists-leak-data-allegedly-stolen-russian-energy-giant-transneft; https://www.express.co.uk/news/science/1584911/putin-humiliated-anonymous-hacked-russian-printers-spew-out-anti-propaganda; https://www.hackread.com/ddos-attacks-anonymous-cripple-russia-fsb-websites/,True,,hacktivist_proukrainian,self_attribution,claimed
cissm,yes,,,0.035156,2022-03-15,RIAEvangelist,United States of America,Russian Federation,Undetermined,Disruptive,Data Attack,Undetermined,"The developer behind the popular ""node-ipc"" NPM package released a new tampered version to condemn Russia's invasion of Ukraine. The alterations introduced by its maintainer RIAEvangelist brought about undesirable behavior by targeting users with IP addresses located either in Russia or Belarus, and wiping arbitrary file contents and replacing them with a heart emoji. In a latter release, any time the node-ipc module functionality gets called, it prints to STDOUT a message taken out of the peacenotwar module, as well as places a file on the user's Desktop directory with contents relating to the current war-time situation of Russia and Ukraine.",cissm_6253421198944479194,riaevangelist,RUS,,direct_lookup,True,Disruptive,Data Attack,,daily,1.0,True,,,single,CISSM:1,cissm,True,1,2022-03-15,2022-03-15,2022-03-15,Undetermined,Disruptive,Data Attack,Undetermined,RIAEvangelist,1,"The developer behind the popular ""node-ipc"" NPM package released a new tampered version to condemn Russia's invasion of Ukraine. The alterations introduced by its maintainer RIAEvangelist brought about undesirable behavior by targeting users with IP addresses located either in Russia or Belarus, and wiping arbitrary file contents and replacing them with a heart emoji. In a latter release, any time the node-ipc module functionality gets called, it prints to STDOUT a message taken out of the peacenotwar module, as well as places a file on the user's Desktop directory with contents relating to the current war-time situation of Russia and Ukraine.","The developer behind the popular ""node-ipc"" NPM package released a new tampered version to condemn Russia's invasion of Ukraine. The alterations introduced by its maintainer RIAEvangelist brought about undesirable behavior by targeting users with IP addresses located either in Russia or Belarus, and wiping arbitrary file contents and replacing them with a heart emoji. In a latter release, any time the node-ipc module functionality gets called, it prints to STDOUT a message taken out of the peacenotwar module, as well as places a file on the user's Desktop directory with contents relating to the current war-time situation of Russia and Ukraine.",,,,,,,,,,https://thehackernews.com/2022/03/popular-npm-package-updated-to-wipe.html,True,,hacktivist_prorussian,self_attribution,claimed
